Group ID,Observer ID,Question,Response ID,Response,Code
8,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1187,"Some things are laid out differently. In the OI/OPs it’s much easier to find items within them.  If I can’t find something in a Chapter, then open the PDF as an alternate to CTRL+F (observer note: when the sailors are training one another, they notice differences in the RPMs, how it is easier to electronically resolve the differences because using ctrl f is faster)",Search; RPM; pdf
8,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1188,"Opening several tabs at a time because of naturally opening in a separate window, instead of being able to go back to main section, I close out of that tab, and repeat the cycle, so I open several Chapters at a time to not constantly flip back /forth between pages.",Complaint 
8,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1191,"We can check off steps but we circle X the actual valve or component, and once we’ve done the action, and if the step has multiple valves, in hard copy you would circle X every valve, IETMs only allow clicking the whole step.",Circle X; wishlist item
9,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1267,“Always turning principles on. That should be on by default.” 4+ Sailors agree. ,Complaint 
9,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1268,"Reactor Maintenance Index P links don’t take you directly to the item you click on, just goes to the first.",Complaint; References
9,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1271,"If issues arise, “I open it up in PDF.” Uses highlight function in the PDF to call out specific areas. Another Sailor says having checkboxes and highlight areas in tables would be similarly useful. ",Pdf; wishlist item; checkboxes
9,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1272,"“Double checkmarks would be good too, for Circle X.” To track what is in progress and what is actually complete. ",Circle X; wishlist item
9,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1274,"POD Library can also work well sometimes, generally what I use if it’s hard to get a figure. ",Pdf; illustration
9,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1365,"Always turn principles on by default. There is so much additional information in the principles. The worst is the CP, when I turn principles on, I then have to go and scroll back to the top of the CP, and I lose my place.",Complaint
9,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1366,"If you click a Maintenance Item, it doesn’t take you to the one you want – it takes you to the first.",References; complaint
10,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1463,"With the current image viewer, page moving with the up and down arrows does not work well. Loading each image individually is “extremely slow.”",Image viewer; complaint; time
10,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1464,"Scroll will accidentally “lock on” a view, need to refresh to fix.",Image viewer; complaint
10,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1465,"On workstations, there are sometimes 2 sets of scroll bars on procedure sections, hard to actually get to the bottom of the page.",Image viewer; complaint
10,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1466,"If you’re in full screen but need to reference something else and exit out of full screen, you can lose your place – another Sailor notes that this is just a universal browser issue. First Sailor says “let me change the size of the screen.”",Complaint
10,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1467,"Re: local emergency copies, there is “no easy way” to get copies. Had to “make their own method” to get them on devices. Wants us to customize it. Tom interjects to ask for more clarification on what they want. Sailor describes the file protection system and auto-decryption function, which make it hard to fulfill having local copies on each device for some TMs.",Revision Incorporation; wishlist item
10,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1468,Sailor shows example of 2-scroll issue.,Image viewer; complaint
10,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1469,Sailor asks if we plan to move all TMs to IETM format; Laurel responds.,Misc. 
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1567,Disappointment with Edge. When Edge uses compatibility mode but some manuals have ActiveX issues if it isn’t running Chrome.,Complaint
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1568,Some of the images don’t load for the RPMs right now.,Illustration; RPM; complaint
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1571,It’s easy to use on the network because I just add the folder.,Useful; revision incorporation; network connectivity
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1572,When you link between two TMs it’s almost senseless not to use IETM because you are looking at 2 procedures.,Useful; references
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1574,"With the image viewer when viewing the images, takes time to load as a PDF, and if trying to move up and down, you’re within the image viewer.  With our onaccess scanner it’s very slow.",Image viewer; time; pdf; complaint
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1575,"PPM will lock on a drawing section if you scroll it will lock the view, or you have to open the PDF.",Illustration; pdf; complaint; specific manual
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1576,"We use a PDF viewer to print.  If the viewer would reference the correct page, it would be outstanding.",Pdf; hardcopy; wishlist item
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1577,Is there a standard viewing resolution for IETMs?  It puts 2 sets of scroll bars. What is the other set of scrollbars to the right? It’s all messed up from that aspect. [PPLAN Admin displays the problem for all to see.],Image viewer; complaint
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1578,"When viewing a full screen image, if I have to reference a procedure I have to minimize the Browser page. Then I lose my page. Ugh!  Is that an ActiveX issue? It would be nice to keep my place.",Illustration; complaint
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1579,There are local errors in the hardcopy.,Hardcopy; complaint
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1580,Is there any way to get every manual locally on the computers?,Wishlist Item
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1581,"The EDM specifies up-to-date procedures that we are working on. We specify in the TP/L that local copies on the PC must be backed up and current, but our devices encrypt them.  Storing manuals locally installs TMs but we cannot fulfill that requirement because we can’t get at them.",Device; complaint; specific manual
10,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1582,Is there an intention to move all manuals to IETM? [moderator answers],Misc. 
11,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1675,Figures don’t work unless you PDF,Illustration; pdf; complaint
11,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1676,Search function doesn’t work unless you use the PDF and Ctrl + F; only way for it to be “user-friendly”,Search; complaint; pdf
11,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1677,"When using the TOC, you can click into a new section that will open that new section; hard to navigate back",Complaint; TOC
11,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1678,Figures “very slow to open”,Illustration; complaint; time
11,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1767,Search function doesn’t work always.  You might have to open the PDF. It’s an extra step.,Search; complaint; pdf
11,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1768,At the operating instruction you can open the header and if you close the previous tab you can’t easily navigate back to where you were in the RPM.,Complaint; RPM
11,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1769,"Figures are very slow. For figures, we open the whole IETM.",Illustration; time
11,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1770,Use the PDF version to scroll to the exact spot. In the IETM the figure will not open.,Pdf; illustration; complaint
